"Kernel Name","traffic","dpAI","spAI","dpPerf","spPerf","xtime","Block Size","Grid Size","device","intops","intPerf","intAI","targetName","exeArgs","kernelName"
"__omp_offloading_10309_2f06c0f_main_l947",244322631.17,0.0,0.0,0.0,0.0,81728.0,"(1, 1, 1)","(1, 1, 1)","NVIDIA GeForce RTX 3080",957.0,11709573.218480814,0.04792668269167943,"easyWave-omp","-grid ./data/grids/e2Asean.grd -source ./data/faults/BengkuluSept2007.flt -time 120","__omp_offloading_10309_2f06c0f_main_l947"
"__omp_offloading_10309_2f06c0f_main_l860",106988505747.13,0.0,0.08522648182527401,0.0,9118253940.571,5568.0,"(256, 1, 1)","(41, 1, 1)","NVIDIA GeForce RTX 3080",1157218.0,207833692528.7356,1.9425796357970986,"easyWave-omp","-grid ./data/grids/e2Asean.grd -source ./data/faults/BengkuluSept2007.flt -time 120","__omp_offloading_10309_2f06c0f_main_l860"
"__omp_offloading_10309_2f06c0f_main_l860",106409356725.15,0.0,0.09046168134094158,0.0,9625969319.765099,5472.0,"(256, 1, 1)","(42, 1, 1)","NVIDIA GeForce RTX 3080",1192810.0,217984283625.731,2.048544322928043,"easyWave-omp","-grid ./data/grids/e2Asean.grd -source ./data/faults/BengkuluSept2007.flt -time 120","__omp_offloading_10309_2f06c0f_main_l860"
"atomic_reduction_v16(int *, int *, int)",721493723392.64,0.0,0.0,0.0,0.0,293152.0,"(128, 1, 1)","(128, 1, 1)","NVIDIA GeForce RTX 3080",36225024.0,123570789215.15117,0.17127077507215321,"atomicReduction-cuda","","atomic_reduction_v16"
"atomic_reduction_v16(int *, int *, int)",720234063419.42,0.0,0.0,0.0,0.0,293664.0,"(128, 1, 1)","(128, 1, 1)","NVIDIA GeForce RTX 3080",36225024.0,123355344883.949,0.17127118967173097,"atomicReduction-cuda","","atomic_reduction_v16"
"atomic_reduction(int *, int *, int)",675672961110.54,0.0,0.0,0.0,0.0,313504.0,"(256, 1, 1)","(2048, 1, 1)","NVIDIA GeForce RTX 3080",265289728.0,846208431152.3934,1.2523935096671033,"atomicReduction-cuda","","atomic_reduction"
"atomic_reduction(int *, int *, int)",670877791311.41,0.0,0.0,0.0,0.0,315264.0,"(256, 1, 1)","(2048, 1, 1)","NVIDIA GeForce RTX 3080",265289728.0,841484368656.1105,1.2543035103475466,"atomicReduction-cuda","","atomic_reduction"
"atomic_reduction_v4(int *, int *, int)",732093929995.57,0.0,0.0,0.0,0.0,288896.0,"(128, 1, 1)","(512, 1, 1)","NVIDIA GeForce RTX 3080",79233024.0,274261408949.93353,0.37462598406135283,"atomicReduction-cuda","","atomic_reduction_v4"
"atomic_reduction_v4(int *, int *, int)",732910724187.65,0.0,0.0,0.0,0.0,288544.0,"(128, 1, 1)","(512, 1, 1)","NVIDIA GeForce RTX 3080",79233024.0,274595985360.9848,0.374664984832012,"atomicReduction-cuda","","atomic_reduction_v4"
"atomic_reduction_v2(int *, int *, int)",687022869022.87,0.0,0.0,0.0,0.0,307840.0,"(128, 1, 1)","(1024, 1, 1)","NVIDIA GeForce RTX 3080",132120576.0,429185862785.86273,0.6247038958052148,"atomicReduction-cuda","","atomic_reduction_v2"
"atomic_reduction_v2(int *, int *, int)",692728562740.73,0.0,0.0,0.0,0.0,315712.0,"(128, 1, 1)","(1024, 1, 1)","NVIDIA GeForce RTX 3080",132120576.0,418484492195.4186,0.6041103466842991,"atomicReduction-cuda","","atomic_reduction_v2"
"atomic_reduction_v8(int *, int *, int)",731563837716.96,0.0,0.0,0.0,0.0,300512.0,"(128, 1, 1)","(256, 1, 1)","NVIDIA GeForce RTX 3080",46170112.0,153638164199.76572,0.21001333893052257,"atomicReduction-cuda","","atomic_reduction_v8"
"atomic_reduction_v8(int *, int *, int)",729298810048.48,0.0,0.0,0.0,0.0,290432.0,"(128, 1, 1)","(256, 1, 1)","NVIDIA GeForce RTX 3080",46170112.0,158970471573.38034,0.21797714377569438,"atomicReduction-cuda","","atomic_reduction_v8"
"hypterm_2(double *, double *, double *, double *, double *, const double *, const double *, const double *, const double *, const double *, const double *, const double *, const double *, double, double, double, int, int, int)",405563544586.13,0.6156589313169585,0.0,249688818441.01443,0.0,13084608.0,"(16, 4, 4)","(20, 77, 77)","NVIDIA GeForce RTX 3080",3459208320.0,264372331215.42502,0.6518641400208001,"hypterm-cuda","100","hypterm_2"
"hypterm_2(double *, double *, double *, double *, double *, const double *, const double *, const double *, const double *, const double *, const double *, const double *, const double *, double, double, double, int, int, int)",405689528496.17,0.6155072222611643,0.0,249704834785.11902,0.0,13083584.0,"(16, 4, 4)","(20, 77, 77)","NVIDIA GeForce RTX 3080",3459208320.0,264393022584.63736,0.6517127113551648,"hypterm-cuda","100","hypterm_2"
"hypterm_1(double *, double *, double *, double *, double *, const double *, const double *, const double *, const double *, const double *, const double *, const double *, const double *, double, double, double, int, int, int)",184634809362.85,1.2975042317685497,0.0,239564446480.0773,0.0,13073632.0,"(16, 4, 4)","(20, 77, 77)","NVIDIA GeForce RTX 3080",651208320.0,49810819212.28928,0.2697802184982331,"hypterm-cuda","100","hypterm_1"
"hypterm_1(double *, double *, double *, double *, double *, const double *, const double *, const double *, const double *, const double *, const double *, const double *, const double *, double, double, double, int, int, int)",186164594388.2,1.2868073474251698,0.0,239557967889.1623,0.0,13074176.0,"(16, 4, 4)","(20, 77, 77)","NVIDIA GeForce RTX 3080",651208320.0,49808746646.825005,0.26755219922732054,"hypterm-cuda","100","hypterm_1"
"hypterm_3(double *, double *, double *, double *, double *, const double *, const double *, const double *, const double *, const double *, const double *, const double *, const double *, double, double, double, int, int, int)",556838913171.48,0.44796148924613416,0.0,249442388814.49496,0.0,13097632.0,"(16, 4, 4)","(20, 77, 77)","NVIDIA GeForce RTX 3080",3324208320.0,253802238450.4313,0.45579113177435615,"hypterm-cuda","100","hypterm_3"
"hypterm_3(double *, double *, double *, double *, double *, const double *, const double *, const double *, const double *, const double *, const double *, const double *, const double *, double, double, double, int, int, int)",554894533263.94,0.44955098129570054,0.0,249453381944.42395,0.0,13096224.0,"(16, 4, 4)","(20, 77, 77)","NVIDIA GeForce RTX 3080",3324208320.0,253829525212.7636,0.45743742278323657,"hypterm-cuda","100","hypterm_3"
"dev_lapl_iter(float *, const float *, float, float, int, int)",610729157541.25,0.0,0.7520429782729314,0.0,459294574555.44,438336.0,"(256, 1, 1)","(131072, 1, 1)","NVIDIA GeForce RTX 3080",2416214014.0,5512241782559.497,9.02567318834321,"heat2d-cuda","4096 8192 1000 data.txt","dev_lapl_iter"
"dev_lapl_iter(float *, const float *, float, float, int, int)",614075410798.12,0.0,0.7515696018315547,0.0,461520411988.09143,436224.0,"(256, 1, 1)","(131072, 1, 1)","NVIDIA GeForce RTX 3080",2416214014.0,5538929572879.988,9.019950116030515,"heat2d-cuda","4096 8192 1000 data.txt","dev_lapl_iter"
"__omp_offloading_10309_2f284a8__Z15distance_devicePK7double4Pdii_l8",35442056421.84,6.415654993940288,0.18953130580529567,227384006278.29123,6717379234.0563,14993344.0,"(256, 1, 1)","(3200, 1, 1)","NVIDIA GeForce RTX 3080",1128478762.0,75265315195.86292,2.123615918332638,"haversine-omp","../geodesic-cuda/locations.txt 100","__omp_offloading_10309_2f284a8__Z15distance_devicePK7double4Pdii_l8"
"__omp_offloading_10309_2f284a8__Z15distance_devicePK7double4Pdii_l8",35525260186.87,6.407530094714827,0.18926733423351194,227629173769.944,6723771293.5208,14976928.0,"(256, 1, 1)","(3200, 1, 1)","NVIDIA GeForce RTX 3080",1128478762.0,75347812448.58759,2.1209644082054,"haversine-omp","../geodesic-cuda/locations.txt 100","__omp_offloading_10309_2f284a8__Z15distance_devicePK7double4Pdii_l8"
"ker_zmddft_fwd_256x256x256_cu2(const double *, double *)",213550739769.28,0.8596224139272552,0.0,183573002416.4196,0.0,2513216.0,"(64, 1, 1)","(16384, 1, 1)","NVIDIA GeForce RTX 3080",52428800.0,20861239145.381855,0.09768750587293829,"zmddft-cuda","100","ker_zmddft_fwd_256x256x256_cu2"
"ker_zmddft_fwd_256x256x256_cu2(const double *, double *)",216740444093.0,0.8484296240451092,0.0,183889013497.194,0.0,2509024.0,"(64, 1, 1)","(16384, 1, 1)","NVIDIA GeForce RTX 3080",52428800.0,20896093461.043015,0.09641067936576167,"zmddft-cuda","100","ker_zmddft_fwd_256x256x256_cu2"
"ker_zmddft_fwd_256x256x256_cu0(const double *, double *)",214187541485.83,0.8592463838549574,0.0,184039870488.4831,0.0,2506880.0,"(64, 1, 1)","(16384, 1, 1)","NVIDIA GeForce RTX 3080",52428800.0,20913964768.955833,0.09764323650140706,"zmddft-cuda","100","ker_zmddft_fwd_256x256x256_cu0"
"ker_zmddft_fwd_256x256x256_cu0(const double *, double *)",213993853530.39,0.8591747775898885,0.0,183858121512.57602,0.0,2509408.0,"(64, 1, 1)","(16384, 1, 1)","NVIDIA GeForce RTX 3080",52428800.0,20892895854.32102,0.09763315866151243,"zmddft-cuda","100","ker_zmddft_fwd_256x256x256_cu0"
"ker_zmddft_fwd_256x256x256_cu1(const double *, double *)",213346393588.6,0.8596441037930342,0.0,183401969313.948,0.0,2515520.0,"(64, 1, 1)","(16384, 1, 1)","NVIDIA GeForce RTX 3080",52428800.0,20842132044.269176,0.09769151328828864,"zmddft-cuda","100","ker_zmddft_fwd_256x256x256_cu1"
"ker_zmddft_fwd_256x256x256_cu1(const double *, double *)",213948180182.94,0.8596920239729221,0.0,183929544046.7951,0.0,2508384.0,"(64, 1, 1)","(16384, 1, 1)","NVIDIA GeForce RTX 3080",52428800.0,20901424981.1831,0.0976938666330837,"zmddft-cuda","100","ker_zmddft_fwd_256x256x256_cu1"
"__omp_offloading_10309_2fc499a__Z19tausworthe_lookbackjPKjPfS1_PKfS3_S3_S3_S3_S3_S3__l102",1922534448.4,0.0,2798.790969371393,0.0,5380772052487.333,82416608.0,"(256, 1, 1)","(4096, 1, 1)","NVIDIA GeForce RTX 3080",292703750294.0,3551514159549.0073,1847.3084643579211,"loopback-omp","0 100","__omp_offloading_10309_2fc499a__Z19tausworthe_lookbackjPKjPfS1_PKfS3_S3_S3_S3_S3_S3__l102"
"__omp_offloading_10309_2fc499a__Z19tausworthe_lookbackjPKjPfS1_PKfS3_S3_S3_S3_S3_S3__l102",1896685748.02,0.0,2837.571772340197,0.0,5381981939581.504,82398080.0,"(256, 1, 1)","(4096, 1, 1)","NVIDIA GeForce RTX 3080",292703750294.0,3552312751632.077,1872.905279823202,"loopback-omp","0 100","__omp_offloading_10309_2fc499a__Z19tausworthe_lookbackjPKjPfS1_PKfS3_S3_S3_S3_S3_S3__l102"
"__omp_offloading_10309_2fc5252__Z12MRCGradient2iPKiPKfS2_S2_fPfS3__l27",696989203276.25,0.0,0.20865446118123826,0.0,145429906658.7465,343808.0,"(256, 1, 1)","(3200, 1, 1)","NVIDIA GeForce RTX 3080",361509015.0,1051485174865.0409,1.5086104202510684,"mrc-omp","10000000 1000","__omp_offloading_10309_2fc5252__Z12MRCGradient2iPKiPKfS2_S2_fPfS3__l27"
"__omp_offloading_10309_2fc5252__Z12MRCGradient2iPKiPKfS2_S2_fPfS3__l27",698677229937.55,0.0,0.2084198996603715,0.0,145618238158.5705,343328.0,"(256, 1, 1)","(3200, 1, 1)","NVIDIA GeForce RTX 3080",361509015.0,1052955235226.955,1.5070696311672722,"mrc-omp","10000000 1000","__omp_offloading_10309_2fc5252__Z12MRCGradient2iPKiPKfS2_S2_fPfS3__l27"
"__omp_offloading_10309_2fc5252__Z11MRCGradientiPKiPKfS2_S2_fPfS3__l12",697547211895.91,0.0,0.16672400629431317,0.0,116297865746.7143,344320.0,"(256, 1, 1)","(3200, 1, 1)","NVIDIA GeForce RTX 3080",315712827.0,916916899976.7657,1.3144872265844432,"mrc-omp","10000000 1000","__omp_offloading_10309_2fc5252__Z11MRCGradientiPKiPKfS2_S2_fPfS3__l12"
"__omp_offloading_10309_2fc5252__Z11MRCGradientiPKiPKfS2_S2_fPfS3__l12",694757022341.71,0.0,0.1669824113696605,0.0,116012202906.62381,345184.0,"(256, 1, 1)","(3200, 1, 1)","NVIDIA GeForce RTX 3080",315712827.0,914621845160.8417,1.3164629010557782,"mrc-omp","10000000 1000","__omp_offloading_10309_2fc5252__Z11MRCGradientiPKiPKfS2_S2_fPfS3__l12"
"__omp_offloading_10309_2f0478d__Z9toCoef2DYPfjjjj_l92",173848464248.83,0.0,0.31340937371107264,0.0,54485738300.85761,6166624.0,"(64, 1, 1)","(128, 1, 1)","NVIDIA GeForce RTX 3080",277929984.0,45070038971.080444,0.2592489911591714,"cbsfil-omp","8192 8192 100","__omp_offloading_10309_2f0478d__Z9toCoef2DYPfjjjj_l92"
"__omp_offloading_10309_2f0478d__Z9toCoef2DYPfjjjj_l92",172441304381.63,0.0,0.3156460933745002,0.0,54430424064.4646,6173408.0,"(64, 1, 1)","(128, 1, 1)","NVIDIA GeForce RTX 3080",277929984.0,45020511199.00062,0.2610773060459209,"cbsfil-omp","8192 8192 100","__omp_offloading_10309_2f0478d__Z9toCoef2DYPfjjjj_l92"
"__omp_offloading_10309_2f0478d__Z9toCoef2DXPfjjjj_l77",131229558031.38,0.0,0.3098807952259806,0.0,40665519799.91801,8263392.0,"(64, 1, 1)","(128, 1, 1)","NVIDIA GeForce RTX 3080",68222976.0,8256049815.86254,0.06291303529261547,"cbsfil-omp","8192 8192 100","__omp_offloading_10309_2f0478d__Z9toCoef2DXPfjjjj_l77"
"__omp_offloading_10309_2f0478d__Z9toCoef2DXPfjjjj_l77",130969496139.17,0.0,0.3100671430372578,0.0,40609337492.9016,8275936.0,"(64, 1, 1)","(128, 1, 1)","NVIDIA GeForce RTX 3080",68222976.0,8243535957.745443,0.06294241178866374,"cbsfil-omp","8192 8192 100","__omp_offloading_10309_2f0478d__Z9toCoef2DXPfjjjj_l77"
"__omp_offloading_10309_2fc3619__Z2k0PKfPfi_l8",680198577248.13,0.0,4.929493943794138,0.0,3353034767122.046,3157824.0,"(256, 1, 1)","(3200, 1, 1)","NVIDIA GeForce RTX 3080",5760545877.0,1824213723437.405,2.681884062177256,"langevin-omp","268435456 1000","__omp_offloading_10309_2fc3619__Z2k0PKfPfi_l8"
"__omp_offloading_10309_2fc3619__Z2k0PKfPfi_l8",679659997771.41,0.0,4.931635455853667,0.0,3351835342934.91,3158944.0,"(256, 1, 1)","(3200, 1, 1)","NVIDIA GeForce RTX 3080",5760545877.0,1823566950537.9011,2.683057641346168,"langevin-omp","268435456 1000","__omp_offloading_10309_2fc3619__Z2k0PKfPfi_l8"
"__omp_offloading_10309_2fc3619__Z2k2PKfPfi_l52",688933942411.33,0.0,1.9998809529969017,0.0,1377785869301.4832,3117280.0,"(256, 1, 1)","(3200, 1, 1)","NVIDIA GeForce RTX 3080",6447366144.0,2068266611918.0823,3.0021261612963435,"langevin-omp","268435456 1000","__omp_offloading_10309_2fc3619__Z2k2PKfPfi_l52"
"__omp_offloading_10309_2fc3619__Z2k2PKfPfi_l52",680963660130.72,0.0,1.9818850434285553,0.0,1349591693131.44,3182400.0,"(256, 1, 1)","(3200, 1, 1)","NVIDIA GeForce RTX 3080",6447366144.0,2025944615384.6152,2.9751141419142813,"langevin-omp","268435456 1000","__omp_offloading_10309_2fc3619__Z2k2PKfPfi_l52"
"__omp_offloading_10309_2fc3619__Z2k1PKfPfi_l16",691379450346.75,0.0,2.167150711223005,0.0,1498323467543.9294,3105376.0,"(256, 1, 1)","(3200, 1, 1)","NVIDIA GeForce RTX 3080",6893940361.0,2220001816527.2095,3.2109745457632624,"langevin-omp","268435456 1000","__omp_offloading_10309_2fc3619__Z2k1PKfPfi_l16"
"__omp_offloading_10309_2fc3619__Z2k1PKfPfi_l16",682689919354.84,0.0,2.147006856454006,0.0,1465739937686.874,3174400.0,"(256, 1, 1)","(3200, 1, 1)","NVIDIA GeForce RTX 3080",6893940361.0,2171730204448.0845,3.1811370621971786,"langevin-omp","268435456 1000","__omp_offloading_10309_2fc3619__Z2k1PKfPfi_l16"
"__omp_offloading_10309_2fc594c__Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l226",9978021978.02,0.0,4.948569965650303,0.0,49376939877.028404,17472.0,"(64, 1, 1)","(8, 1, 1)","NVIDIA GeForce RTX 3080",281600.0,16117216117.216116,1.6152716593248428,"s3d-omp","-q -n 100 -s 1","__omp_offloading_10309_2fc594c__Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l226"
"__omp_offloading_10309_2fc594c__Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l226",9685767097.97,0.0,5.145960414802614,0.0,49842574073.15121,17312.0,"(64, 1, 1)","(8, 1, 1)","NVIDIA GeForce RTX 3080",281600.0,16266173752.310537,1.6793893129765323,"s3d-omp","-q -n 100 -s 1","__omp_offloading_10309_2fc594c__Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l226"
"__omp_offloading_10309_2fc594c__Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l291",2453333333.33,0.0,2.8694976322781107,0.0,7039834191.1793995,4800.0,"(128, 1, 1)","(4, 1, 1)","NVIDIA GeForce RTX 3080",9728.0,2026666666.6666665,0.8260869565228615,"s3d-omp","-q -n 100 -s 1","__omp_offloading_10309_2fc594c__Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l291"
"__omp_offloading_10309_2fc594c__Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l291",2463576158.94,0.0,2.8411424731194472,0.0,6999370860.9289,4832.0,"(128, 1, 1)","(4, 1, 1)","NVIDIA GeForce RTX 3080",9728.0,2013245033.1125827,0.8172043010754005,"s3d-omp","-q -n 100 -s 1","__omp_offloading_10309_2fc594c__Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l291"
"__omp_offloading_10309_2fc594c__Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l177",5786324786.32,0.0,1.3758923043893434,0.0,7961359744.195,14976.0,"(128, 1, 1)","(4, 1, 1)","NVIDIA GeForce RTX 3080",150528.0,10051282051.282051,1.7370753323500336,"s3d-omp","-q -n 100 -s 1","__omp_offloading_10309_2fc594c__Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l177"
"__omp_offloading_10309_2fc594c__Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l177",5829059829.06,0.0,1.3649243412567664,0.0,7956225647.326,14976.0,"(128, 1, 1)","(4, 1, 1)","NVIDIA GeForce RTX 3080",150528.0,10051282051.282051,1.7243401759530284,"s3d-omp","-q -n 100 -s 1","__omp_offloading_10309_2fc594c__Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l177"
"__omp_offloading_10309_2fc594c__Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l335",5256410256.41,0.0,2.343507039092967,0.0,12318434436.257301,4992.0,"(128, 1, 1)","(4, 1, 1)","NVIDIA GeForce RTX 3080",29696.0,5948717948.717948,1.131707317073226,"s3d-omp","-q -n 100 -s 1","__omp_offloading_10309_2fc594c__Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l335"
"__omp_offloading_10309_2fc594c__Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l335",4560509554.14,0.0,2.6827195356105857,0.0,12234568073.2301,5024.0,"(128, 1, 1)","(4, 1, 1)","NVIDIA GeForce RTX 3080",29696.0,5910828025.477706,1.2960893854748963,"s3d-omp","-q -n 100 -s 1","__omp_offloading_10309_2fc594c__Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l335"
"__omp_offloading_10309_2fc594c__Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l238",795263936.85,0.0,2.84655235094658,0.0,2263760429.0634003,64864.0,"(128, 1, 1)","(4, 1, 1)","NVIDIA GeForce RTX 3080",34816.0,536753823.38431174,0.6749379652626603,"s3d-omp","-q -n 100 -s 1","__omp_offloading_10309_2fc594c__Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l238"
"__omp_offloading_10309_2fc594c__Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l238",28359151455.35,0.0,0.07991942387054149,0.0,2266447045.769,64864.0,"(128, 1, 1)","(4, 1, 1)","NVIDIA GeForce RTX 3080",34816.0,536753823.38431174,0.01892700577552197,"s3d-omp","-q -n 100 -s 1","__omp_offloading_10309_2fc594c__Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l238"
"__omp_offloading_10309_2fc594c__Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l299",2957746478.87,0.0,2.9988697041253927,0.0,8869896307.966799,13632.0,"(128, 1, 1)","(4, 1, 1)","NVIDIA GeForce RTX 3080",50176.0,3680751173.70892,1.2444444444458074,"s3d-omp","-q -n 100 -s 1","__omp_offloading_10309_2fc594c__Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l299"
"__omp_offloading_10309_2fc594c__Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l299",2976744186.05,0.0,2.950265969661017,0.0,8782187072.4896,13760.0,"(128, 1, 1)","(4, 1, 1)","NVIDIA GeForce RTX 3080",50176.0,3646511627.9069767,1.2249999999985643,"s3d-omp","-q -n 100 -s 1","__omp_offloading_10309_2fc594c__Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l299"
"__omp_offloading_10309_2fc594c__Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l317",4479041916.17,0.0,2.995151334937323,0.0,13415408374.456802,5344.0,"(128, 1, 1)","(4, 1, 1)","NVIDIA GeForce RTX 3080",22528.0,4215568862.2754493,0.9411764705877446,"s3d-omp","-q -n 100 -s 1","__omp_offloading_10309_2fc594c__Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l317"
"__omp_offloading_10309_2fc594c__Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l317",4571428571.43,0.0,2.915752778884101,0.0,13329155560.617199,5376.0,"(128, 1, 1)","(4, 1, 1)","NVIDIA GeForce RTX 3080",22528.0,4190476190.47619,0.9166666666663801,"s3d-omp","-q -n 100 -s 1","__omp_offloading_10309_2fc594c__Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l317"
"__omp_offloading_10309_2fc594c__Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l256",2760784313.73,0.0,4.362363503175256,0.0,12043544730.3545,16320.0,"(128, 1, 1)","(4, 1, 1)","NVIDIA GeForce RTX 3080",574976.0,35231372549.01961,12.76136363634279,"s3d-omp","-q -n 100 -s 1","__omp_offloading_10309_2fc594c__Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l256"
"__omp_offloading_10309_2fc594c__Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l256",2833659491.19,0.0,4.245810715075926,0.0,12031181830.5711,16352.0,"(128, 1, 1)","(4, 1, 1)","NVIDIA GeForce RTX 3080",574976.0,35162426614.48141,12.408839779021893,"s3d-omp","-q -n 100 -s 1","__omp_offloading_10309_2fc594c__Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l256"
